state,district,pincode,year,age_0_5,age_5_17,age_18_greater,total_enrollment,demo_age_5_17,demo_age_17_plus,total_demo_updates,bio_age_5_17,bio_age_17_plus,total_bio_updates,update_ratio,total_activities
Odisha,Anugul,759122,2025.0,2.0,0.0,0.0,2.0,3.0,57.0,60.0,10.0,28.0,38.0,19.0,100.0
Odisha,Anugul,759123,2025.0,4.0,0.0,0.0,4.0,2.0,26.0,28.0,27.0,45.0,72.0,18.0,104.0
Odisha,Anugul,759125,2025.0,1.0,0.0,0.0,1.0,0.0,16.0,16.0,2.0,10.0,12.0,12.0,29.0
Odisha,Anugul,759126,2025.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Odisha,Anugul,759127,2025.0,8.0,0.0,0.0,8.0,8.0,43.0,51.0,4.0,33.0,37.0,4.625,96.0
Odisha,Anugul,759128,2025.0,6.0,0.0,0.0,6.0,5.0,47.0,52.0,61.0,239.0,300.0,50.0,358.0
Odisha,Anugul,759129,2025.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,1.0,3.0,4.0,4.0,16.0
Odisha,Anugul,759130,2025.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,7.0
Odisha,Anugul,759132,2025.0,4.0,2.0,0.0,6.0,0.0,47.0,47.0,25.0,80.0,105.0,17.5,158.0
Odisha,Anugul,759143,2025.0,2.0,2.0,0.0,4.0,2.0,38.0,40.0,19.0,40.0,59.0,14.75,103.0
Odisha,Anugul,759145,2025.0,8.0,2.0,0.0,10.0,3.0,31.0,34.0,4.0,50.0,54.0,5.4,98.0
Odisha,BALANGIR,767026,2025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Odisha,Balangir,767001,2025.0,41.0,7.0,3.0,51.0,170.0,1331.0,1501.0,1688.0,1465.0,3153.0,61.8235294117647,4705.0
Odisha,Balangir,767002,2025.0,68.0,7.0,3.0,78.0,65.0,391.0,456.0,2023.0,1497.0,3520.0,45.12820512820513,4054.0
Odisha,Balangir,767016,2025.0,3.0,2.0,0.0,5.0,21.0,64.0,85.0,191.0,120.0,311.0,62.2,401.0
Odisha,Balangir,767018,2025.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,3.0
Odisha,Balangir,767020,2025.0,49.0,7.0,1.0,57.0,142.0,1154.0,1296.0,1225.0,1223.0,2448.0,42.94736842105263,3801.0
Odisha,Balangir,767021,2025.0,17.0,2.0,0.0,19.0,27.0,207.0,234.0,473.0,307.0,780.0,41.05263157894737,1033.0
Odisha,Balangir,767022,2025.0,7.0,0.0,0.0,7.0,19.0,105.0,124.0,488.0,430.0,918.0,131.14285714285714,1049.0
Odisha,Balangir,767024,2025.0,46.0,4.0,1.0,51.0,72.0,465.0,537.0,1135.0,1129.0,2264.0,44.3921568627451,2852.0
Odisha,Balangir,767025,2025.0,89.0,20.0,5.0,114.0,539.0,3581.0,4120.0,2468.0,2679.0,5147.0,45.14912280701754,9381.0
Odisha,Balangir,767026,2025.0,137.0,58.0,4.0,199.0,176.0,1715.0,1891.0,3188.0,3504.0,6692.0,33.62814070351759,8782.0
Odisha,Balangir,767027,2025.0,50.0,17.0,1.0,68.0,136.0,893.0,1029.0,1151.0,1237.0,2388.0,35.11764705882353,3485.0
Odisha,Balangir,767028,2025.0,46.0,18.0,0.0,64.0,93.0,693.0,786.0,1203.0,1685.0,2888.0,45.125,3738.0
Odisha,Balangir,767029,2025.0,46.0,6.0,0.0,52.0,60.0,608.0,668.0,1421.0,1142.0,2563.0,49.28846153846154,3283.0
Odisha,Balangir,767030,2025.0,25.0,1.0,0.0,26.0,39.0,637.0,676.0,575.0,519.0,1094.0,42.07692307692308,1796.0
Odisha,Balangir,767032,2025.0,72.0,17.0,0.0,89.0,148.0,899.0,1047.0,1943.0,2544.0,4487.0,50.41573033707865,5623.0
Odisha,Balangir,767033,2025.0,87.0,25.0,2.0,114.0,171.0,1231.0,1402.0,2352.0,2159.0,4511.0,39.57017543859649,6027.0
Odisha,Balangir,767035,2025.0,64.0,21.0,2.0,87.0,118.0,1269.0,1387.0,1148.0,1443.0,2591.0,29.7816091954023,4065.0
Odisha,Balangir,767037,2025.0,90.0,17.0,0.0,107.0,117.0,779.0,896.0,2036.0,2018.0,4054.0,37.88785046728972,5057.0
Odisha,Balangir,767038,2025.0,59.0,16.0,0.0,75.0,71.0,611.0,682.0,1507.0,1501.0,3008.0,40.10666666666667,3765.0
Odisha,Balangir,767039,2025.0,106.0,35.0,2.0,143.0,101.0,1111.0,1212.0,2623.0,2422.0,5045.0,35.27972027972028,6400.0
Odisha,Balangir,767040,2025.0,113.0,20.0,0.0,133.0,122.0,874.0,996.0,1902.0,2185.0,4087.0,30.729323308270676,5216.0
Odisha,Balangir,767041,2025.0,22.0,2.0,0.0,24.0,39.0,293.0,332.0,487.0,555.0,1042.0,43.416666666666664,1398.0
Odisha,Balangir,767042,2025.0,0.0,0.0,0.0,0.0,3.0,15.0,18.0,6.0,7.0,13.0,13.0,31.0
Odisha,Balangir,767046,2025.0,9.0,0.0,0.0,9.0,23.0,150.0,173.0,296.0,315.0,611.0,67.88888888888889,793.0
Odisha,Balangir,767048,2025.0,28.0,3.0,1.0,32.0,50.0,544.0,594.0,651.0,553.0,1204.0,37.625,1830.0
Odisha,Balangir,767061,2025.0,17.0,0.0,0.0,17.0,32.0,249.0,281.0,585.0,434.0,1019.0,59.94117647058823,1317.0
Odisha,Balangir,767065,2025.0,47.0,7.0,1.0,55.0,108.0,622.0,730.0,1322.0,1036.0,2358.0,42.872727272727275,3143.0
Odisha,Balangir,767066,2025.0,29.0,3.0,0.0,32.0,55.0,269.0,324.0,575.0,563.0,1138.0,35.5625,1494.0
Odisha,Balangir,767067,2025.0,30.0,3.0,0.0,33.0,66.0,721.0,787.0,925.0,707.0,1632.0,49.45454545454545,2452.0
Odisha,Balangir,767068,2025.0,1.0,0.0,0.0,1.0,2.0,10.0,12.0,59.0,53.0,112.0,112.0,125.0
Odisha,Balangir,767070,2025.0,0.0,0.0,0.0,0.0,2.0,12.0,14.0,3.0,19.0,22.0,22.0,36.0
Odisha,Baleshwar,756001,2025.0,0.0,1.0,0.0,1.0,2.0,46.0,48.0,21.0,50.0,71.0,71.0,120.0
Odisha,Baleshwar,756002,2025.0,3.0,0.0,0.0,3.0,6.0,88.0,94.0,122.0,322.0,444.0,148.0,541.0
Odisha,Baleshwar,756003,2025.0,3.0,1.0,0.0,4.0,7.0,76.0,83.0,106.0,400.0,506.0,126.5,593.0
Odisha,Baleshwar,756018,2025.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0
Odisha,Baleshwar,756019,2025.0,8.0,4.0,0.0,12.0,3.0,128.0,131.0,105.0,335.0,440.0,36.666666666666664,583.0
Odisha,Baleshwar,756020,2025.0,3.0,1.0,0.0,4.0,9.0,113.0,122.0,172.0,530.0,702.0,175.5,828.0
Odisha,Baleshwar,756021,2025.0,2.0,1.0,0.0,3.0,9.0,56.0,65.0,93.0,261.0,354.0,118.0,422.0
Odisha,Baleshwar,756022,2025.0,1.0,0.0,0.0,1.0,2.0,32.0,34.0,1.0,22.0,23.0,23.0,58.0
Odisha,Baleshwar,756023,2025.0,6.0,1.0,0.0,7.0,4.0,70.0,74.0,38.0,115.0,153.0,21.857142857142858,234.0
Odisha,Baleshwar,756024,2025.0,28.0,13.0,0.0,41.0,12.0,118.0,130.0,208.0,576.0,784.0,19.121951219512194,955.0
Odisha,Baleshwar,756025,2025.0,3.0,0.0,0.0,3.0,2.0,23.0,25.0,45.0,81.0,126.0,42.0,154.0
Odisha,Baleshwar,756026,2025.0,9.0,4.0,0.0,13.0,4.0,75.0,79.0,101.0,462.0,563.0,43.30769230769231,655.0
Odisha,Baleshwar,756027,2025.0,13.0,2.0,0.0,15.0,19.0,143.0,162.0,153.0,654.0,807.0,53.8,984.0
Odisha,Baleshwar,756028,2025.0,1.0,0.0,0.0,1.0,2.0,75.0,77.0,24.0,53.0,77.0,77.0,155.0
Odisha,Baleshwar,756029,2025.0,12.0,1.0,0.0,13.0,3.0,87.0,90.0,25.0,220.0,245.0,18.846153846153847,348.0
Odisha,Baleshwar,756030,2025.0,2.0,2.0,0.0,4.0,3.0,64.0,67.0,47.0,243.0,290.0,72.5,361.0
Odisha,Baleshwar,756032,2025.0,14.0,3.0,0.0,17.0,13.0,116.0,129.0,216.0,808.0,1024.0,60.23529411764706,1170.0
Odisha,Baleshwar,756033,2025.0,2.0,4.0,0.0,6.0,30.0,386.0,416.0,353.0,1188.0,1541.0,256.8333333333333,1963.0
Odisha,Baleshwar,756034,2025.0,4.0,0.0,0.0,4.0,1.0,59.0,60.0,37.0,138.0,175.0,43.75,239.0
Odisha,Baleshwar,756035,2025.0,12.0,1.0,0.0,13.0,13.0,118.0,131.0,171.0,461.0,632.0,48.61538461538461,776.0
Odisha,Baleshwar,756036,2025.0,7.0,1.0,0.0,8.0,9.0,125.0,134.0,127.0,266.0,393.0,49.125,535.0
Odisha,Baleshwar,756037,2025.0,7.0,1.0,0.0,8.0,4.0,80.0,84.0,84.0,111.0,195.0,24.375,287.0
Odisha,Baleshwar,756038,2025.0,0.0,1.0,0.0,1.0,1.0,66.0,67.0,45.0,86.0,131.0,131.0,199.0
Odisha,Baleshwar,756039,2025.0,0.0,1.0,0.0,1.0,1.0,32.0,33.0,12.0,9.0,21.0,21.0,55.0
Odisha,Baleshwar,756040,2025.0,4.0,2.0,0.0,6.0,7.0,122.0,129.0,228.0,439.0,667.0,111.16666666666667,802.0
Odisha,Baleshwar,756041,2025.0,6.0,2.0,0.0,8.0,0.0,111.0,111.0,59.0,371.0,430.0,53.75,549.0
Odisha,Baleshwar,756042,2025.0,3.0,1.0,0.0,4.0,4.0,67.0,71.0,108.0,257.0,365.0,91.25,440.0
Odisha,Baleshwar,756043,2025.0,2.0,0.0,0.0,2.0,21.0,105.0,126.0,134.0,286.0,420.0,210.0,548.0
Odisha,Baleshwar,756044,2025.0,2.0,2.0,0.0,4.0,5.0,59.0,64.0,43.0,160.0,203.0,50.75,271.0
Odisha,Baleshwar,756045,2025.0,3.0,0.0,0.0,3.0,33.0,364.0,397.0,213.0,609.0,822.0,274.0,1222.0
Odisha,Baleshwar,756046,2025.0,0.0,0.0,0.0,0.0,4.0,45.0,49.0,17.0,18.0,35.0,35.0,84.0
Odisha,Baleshwar,756047,2025.0,4.0,0.0,0.0,4.0,16.0,74.0,90.0,102.0,189.0,291.0,72.75,385.0
Odisha,Baleshwar,756048,2025.0,2.0,0.0,0.0,2.0,4.0,51.0,55.0,59.0,74.0,133.0,66.5,190.0
Odisha,Baleshwar,756049,2025.0,1.0,1.0,0.0,2.0,6.0,45.0,51.0,63.0,48.0,111.0,55.5,164.0
Odisha,Baleshwar,756051,2025.0,0.0,0.0,0.0,0.0,2.0,22.0,24.0,7.0,15.0,22.0,22.0,46.0
Odisha,Baleshwar,756053,2025.0,1.0,0.0,0.0,1.0,1.0,10.0,11.0,0.0,1.0,1.0,1.0,13.0
Odisha,Baleshwar,756055,2025.0,1.0,0.0,0.0,1.0,1.0,23.0,24.0,2.0,15.0,17.0,17.0,42.0
Odisha,Baleshwar,756056,2025.0,11.0,3.0,0.0,14.0,2.0,40.0,42.0,29.0,68.0,97.0,6.928571428571429,153.0
Odisha,Baleshwar,756058,2025.0,4.0,4.0,0.0,8.0,4.0,72.0,76.0,103.0,308.0,411.0,51.375,495.0
Odisha,Baleshwar,756059,2025.0,5.0,0.0,0.0,5.0,5.0,47.0,52.0,67.0,150.0,217.0,43.4,274.0
Odisha,Baleshwar,756060,2025.0,3.0,3.0,0.0,6.0,5.0,55.0,60.0,68.0,256.0,324.0,54.0,390.0
Odisha,Baleshwar,756079,2025.0,1.0,0.0,0.0,1.0,1.0,25.0,26.0,6.0,46.0,52.0,52.0,79.0
Odisha,Baleshwar,756080,2025.0,6.0,1.0,0.0,7.0,2.0,38.0,40.0,5.0,44.0,49.0,7.0,96.0
Odisha,Baleshwar,756081,2025.0,8.0,3.0,0.0,11.0,4.0,48.0,52.0,5.0,64.0,69.0,6.2727272727272725,132.0
Odisha,Baleshwar,756083,2025.0,9.0,2.0,0.0,11.0,27.0,194.0,221.0,117.0,273.0,390.0,35.45454545454545,622.0
Odisha,Baleshwar,756084,2025.0,0.0,0.0,0.0,0.0,1.0,9.0,10.0,2.0,13.0,15.0,15.0,25.0
Odisha,Baleshwar,756085,2025.0,1.0,1.0,0.0,2.0,7.0,78.0,85.0,44.0,27.0,71.0,35.5,158.0
Odisha,Baleshwar,756086,2025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
Odisha,Baleshwar,756111,2025.0,0.0,0.0,0.0,0.0,2.0,15.0,17.0,6.0,12.0,18.0,18.0,35.0
Odisha,Baleshwar,756115,2025.0,2.0,1.0,0.0,3.0,2.0,52.0,54.0,21.0,52.0,73.0,24.333333333333332,130.0
Odisha,Baleshwar,756123,2025.0,0.0,0.0,0.0,0.0,1.0,10.0,11.0,2.0,2.0,4.0,4.0,15.0
Odisha,Baleshwar,756126,2025.0,2.0,1.0,0.0,3.0,29.0,153.0,182.0,73.0,156.0,229.0,76.33333333333333,414.0
Odisha,Baleshwar,756134,2025.0,2.0,2.0,0.0,4.0,9.0,81.0,90.0,71.0,192.0,263.0,65.75,357.0
Odisha,Baleshwar,756165,2025.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,2.0,2.0,5.0
Odisha,Baleshwar,756166,2025.0,0.0,0.0,0.0,0.0,11.0,51.0,62.0,15.0,25.0,40.0,40.0,102.0
Odisha,Baleshwar,756168,2025.0,1.0,0.0,0.0,1.0,4.0,36.0,40.0,14.0,27.0,41.0,41.0,82.0
Odisha,Baleshwar,756182,2025.0,0.0,1.0,0.0,1.0,2.0,35.0,37.0,16.0,20.0,36.0,36.0,74.0
Odisha,Baleshwar,757016,2025.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,3.0,4.0
Odisha,Baleshwar,757017,2025.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,7.0
Odisha,Baleshwar,757028,2025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Odisha,Baleshwar,757055,2025.0,2.0,0.0,0.0,2.0,2.0,8.0,10.0,1.0,10.0,11.0,5.5,23.0
Odisha,Baleshwar,757082,2025.0,2.0,0.0,0.0,2.0,2.0,46.0,48.0,7.0,22.0,29.0,14.5,79.0
Odisha,Baleswar,756001,2025.0,12.0,5.0,0.0,17.0,68.0,558.0,626.0,857.0,761.0,1618.0,95.17647058823529,2261.0
Odisha,Baleswar,756002,2025.0,52.0,4.0,0.0,56.0,138.0,704.0,842.0,1251.0,1116.0,2367.0,42.267857142857146,3265.0
Odisha,Baleswar,756003,2025.0,35.0,10.0,0.0,45.0,126.0,646.0,772.0,1111.0,1091.0,2202.0,48.93333333333333,3019.0
Odisha,Baleswar,756018,2025.0,1.0,0.0,0.0,1.0,3.0,9.0,12.0,13.0,10.0,23.0,23.0,36.0
Odisha,Baleswar,756019,2025.0,69.0,21.0,0.0,90.0,157.0,941.0,1098.0,1479.0,1131.0,2610.0,29.0,3798.0
Odisha,Baleswar,756020,2025.0,43.0,12.0,0.0,55.0,113.0,659.0,772.0,1040.0,1050.0,2090.0,38.0,2917.0
Odisha,Baleswar,756021,2025.0,29.0,9.0,0.0,38.0,93.0,583.0,676.0,599.0,552.0,1151.0,30.289473684210527,1865.0
Odisha,Baleswar,756022,2025.0,5.0,2.0,0.0,7.0,8.0,42.0,50.0,300.0,241.0,541.0,77.28571428571429,598.0
Odisha,Baleswar,756023,2025.0,45.0,12.0,0.0,57.0,31.0,133.0,164.0,819.0,773.0,1592.0,27.92982456140351,1813.0
Odisha,Baleswar,756024,2025.0,109.0,48.0,0.0,157.0,115.0,549.0,664.0,934.0,1019.0,1953.0,12.439490445859873,2774.0
Odisha,Baleswar,756025,2025.0,41.0,7.0,0.0,48.0,97.0,642.0,739.0,677.0,457.0,1134.0,23.625,1921.0
Odisha,Baleswar,756026,2025.0,65.0,17.0,0.0,82.0,199.0,906.0,1105.0,925.0,1140.0,2065.0,25.182926829268293,3252.0
Odisha,Baleswar,756027,2025.0,75.0,15.0,0.0,90.0,163.0,910.0,1073.0,1714.0,1402.0,3116.0,34.62222222222222,4279.0
Odisha,Baleswar,756028,2025.0,22.0,5.0,0.0,27.0,92.0,490.0,582.0,482.0,376.0,858.0,31.77777777777778,1467.0
Odisha,Baleswar,756029,2025.0,52.0,19.0,0.0,71.0,115.0,491.0,606.0,1145.0,1130.0,2275.0,32.04225352112676,2952.0
Odisha,Baleswar,756030,2025.0,35.0,13.0,0.0,48.0,120.0,630.0,750.0,787.0,813.0,1600.0,33.333333333333336,2398.0
Odisha,Baleswar,756032,2025.0,81.0,17.0,0.0,98.0,330.0,1660.0,1990.0,2195.0,2340.0,4535.0,46.275510204081634,6623.0
Odisha,Baleswar,756033,2025.0,36.0,14.0,0.0,50.0,176.0,1116.0,1292.0,1342.0,1784.0,3126.0,62.52,4468.0
Odisha,Baleswar,756034,2025.0,22.0,5.0,0.0,27.0,29.0,117.0,146.0,489.0,544.0,1033.0,38.25925925925926,1206.0
Odisha,Baleswar,756035,2025.0,52.0,6.0,0.0,58.0,130.0,580.0,710.0,1063.0,942.0,2005.0,34.56896551724138,2773.0
Odisha,Baleswar,756036,2025.0,52.0,7.0,0.0,59.0,72.0,346.0,418.0,1417.0,946.0,2363.0,40.05084745762712,2840.0
Odisha,Baleswar,756037,2025.0,19.0,3.0,0.0,22.0,39.0,262.0,301.0,434.0,317.0,751.0,34.13636363636363,1074.0
Odisha,Baleswar,756038,2025.0,30.0,5.0,0.0,35.0,27.0,140.0,167.0,571.0,489.0,1060.0,30.285714285714285,1262.0
Odisha,Baleswar,756039,2025.0,5.0,2.0,0.0,7.0,32.0,111.0,143.0,241.0,154.0,395.0,56.42857142857143,545.0
Odisha,Baleswar,756040,2025.0,30.0,14.0,1.0,45.0,118.0,516.0,634.0,1119.0,795.0,1914.0,42.53333333333333,2593.0
Odisha,Baleswar,756041,2025.0,22.0,9.0,0.0,31.0,72.0,376.0,448.0,853.0,748.0,1601.0,51.645161290322584,2080.0
Odisha,Baleswar,756042,2025.0,45.0,8.0,0.0,53.0,56.0,200.0,256.0,1225.0,887.0,2112.0,39.84905660377358,2421.0
Odisha,Baleswar,756043,2025.0,45.0,9.0,0.0,54.0,58.0,167.0,225.0,910.0,763.0,1673.0,30.98148148148148,1952.0
Odisha,Baleswar,756044,2025.0,37.0,13.0,0.0,50.0,172.0,724.0,896.0,1022.0,709.0,1731.0,34.62,2677.0
Odisha,Baleswar,756045,2025.0,71.0,7.0,0.0,78.0,278.0,1199.0,1477.0,2718.0,1865.0,4583.0,58.756410256410255,6138.0
Odisha,Baleswar,756046,2025.0,24.0,3.0,0.0,27.0,43.0,165.0,208.0,1124.0,768.0,1892.0,70.07407407407408,2127.0
Odisha,Baleswar,756047,2025.0,45.0,7.0,0.0,52.0,192.0,738.0,930.0,1404.0,1137.0,2541.0,48.86538461538461,3523.0
Odisha,Baleswar,756048,2025.0,29.0,4.0,0.0,33.0,56.0,337.0,393.0,830.0,593.0,1423.0,43.121212121212125,1849.0
Odisha,Baleswar,756049,2025.0,32.0,3.0,0.0,35.0,55.0,387.0,442.0,788.0,455.0,1243.0,35.51428571428571,1720.0
Odisha,Baleswar,756051,2025.0,7.0,1.0,0.0,8.0,45.0,207.0,252.0,315.0,200.0,515.0,64.375,775.0
Odisha,Baleswar,756053,2025.0,2.0,0.0,0.0,2.0,1.0,7.0,8.0,6.0,1.0,7.0,3.5,17.0
Odisha,Baleswar,756055,2025.0,7.0,1.0,0.0,8.0,72.0,236.0,308.0,317.0,194.0,511.0,63.875,827.0
Odisha,Baleswar,756056,2025.0,48.0,5.0,0.0,53.0,74.0,360.0,434.0,562.0,476.0,1038.0,19.58490566037736,1525.0
Odisha,Baleswar,756058,2025.0,29.0,7.0,0.0,36.0,98.0,464.0,562.0,827.0,525.0,1352.0,37.55555555555556,1950.0
Odisha,Baleswar,756059,2025.0,20.0,3.0,0.0,23.0,69.0,490.0,559.0,651.0,595.0,1246.0,54.17391304347826,1828.0
Odisha,Baleswar,756060,2025.0,18.0,6.0,0.0,24.0,24.0,142.0,166.0,443.0,455.0,898.0,37.416666666666664,1088.0
Odisha,Baleswar,756079,2025.0,11.0,0.0,0.0,11.0,45.0,218.0,263.0,386.0,482.0,868.0,78.9090909090909,1142.0
Odisha,Baleswar,756080,2025.0,18.0,4.0,0.0,22.0,77.0,357.0,434.0,499.0,513.0,1012.0,46.0,1468.0
Odisha,Baleswar,756081,2025.0,19.0,4.0,0.0,23.0,64.0,301.0,365.0,610.0,465.0,1075.0,46.73913043478261,1463.0
Odisha,Baleswar,756083,2025.0,71.0,18.0,0.0,89.0,87.0,431.0,518.0,631.0,657.0,1288.0,14.47191011235955,1895.0
Odisha,Baleswar,756084,2025.0,4.0,1.0,0.0,5.0,2.0,56.0,58.0,156.0,156.0,312.0,62.4,375.0
Odisha,Baleswar,756085,2025.0,10.0,1.0,0.0,11.0,78.0,409.0,487.0,386.0,275.0,661.0,60.09090909090909,1159.0
Odisha,Baleswar,756086,2025.0,1.0,0.0,0.0,1.0,4.0,12.0,16.0,8.0,6.0,14.0,14.0,31.0
Odisha,Baleswar,756126,2025.0,51.0,7.0,0.0,58.0,192.0,894.0,1086.0,1293.0,1103.0,2396.0,41.310344827586206,3540.0
Odisha,Baleswar,756133,2025.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0
Odisha,Baleswar,756134,2025.0,20.0,5.0,0.0,25.0,58.0,389.0,447.0,705.0,699.0,1404.0,56.16,1876.0
Odisha,Baleswar,756166,2025.0,22.0,1.0,0.0,23.0,114.0,365.0,479.0,541.0,426.0,967.0,42.04347826086956,1469.0
Odisha,Baleswar,756182,2025.0,15.0,2.0,0.0,17.0,29.0,107.0,136.0,444.0,384.0,828.0,48.705882352941174,981.0
Odisha,Bargarh,768027,2025.0,64.0,12.0,0.0,76.0,149.0,1218.0,1367.0,1817.0,1942.0,3759.0,49.46052631578947,5202.0
Odisha,Bargarh,768028,2025.0,102.0,31.0,0.0,133.0,267.0,1776.0,2043.0,2774.0,3002.0,5776.0,43.42857142857143,7952.0
Odisha,Bargarh,768029,2025.0,139.0,28.0,0.0,167.0,205.0,1602.0,1807.0,2302.0,2237.0,4539.0,27.179640718562876,6513.0
Odisha,Bargarh,768030,2025.0,80.0,9.0,0.0,89.0,75.0,490.0,565.0,1333.0,1180.0,2513.0,28.235955056179776,3167.0
Odisha,Bargarh,768031,2025.0,2.0,2.0,0.0,4.0,7.0,64.0,71.0,133.0,171.0,304.0,76.0,379.0
Odisha,Bargarh,768032,2025.0,87.0,17.0,0.0,104.0,154.0,1171.0,1325.0,1495.0,1754.0,3249.0,31.240384615384617,4678.0
Odisha,Bargarh,768033,2025.0,59.0,13.0,0.0,72.0,148.0,1048.0,1196.0,1930.0,1444.0,3374.0,46.861111111111114,4642.0
Odisha,Bargarh,768034,2025.0,36.0,5.0,0.0,41.0,37.0,261.0,298.0,731.0,772.0,1503.0,36.65853658536585,1842.0
Odisha,Bargarh,768035,2025.0,49.0,7.0,0.0,56.0,36.0,271.0,307.0,657.0,642.0,1299.0,23.196428571428573,1662.0
Odisha,Bargarh,768036,2025.0,204.0,36.0,0.0,240.0,201.0,1727.0,1928.0,2976.0,3248.0,6224.0,25.933333333333334,8392.0
Odisha,Bargarh,768037,2025.0,65.0,6.0,0.0,71.0,106.0,734.0,840.0,1129.0,1045.0,2174.0,30.619718309859156,3085.0
Odisha,Bargarh,768038,2025.0,71.0,11.0,0.0,82.0,85.0,435.0,520.0,1630.0,1635.0,3265.0,39.81707317073171,3867.0
Odisha,Bargarh,768039,2025.0,62.0,27.0,0.0,89.0,66.0,470.0,536.0,1520.0,1489.0,3009.0,33.80898876404494,3634.0
Odisha,Bargarh,768040,2025.0,35.0,9.0,0.0,44.0,109.0,1046.0,1155.0,1307.0,1215.0,2522.0,57.31818181818182,3721.0
Odisha,Bargarh,768042,2025.0,72.0,45.0,0.0,117.0,83.0,521.0,604.0,2473.0,2083.0,4556.0,38.94017094017094,5277.0
Odisha,Bargarh,768045,2025.0,36.0,1.0,0.0,37.0,98.0,686.0,784.0,573.0,1083.0,1656.0,44.75675675675676,2477.0
Odisha,Bargarh,768048,2025.0,24.0,5.0,0.0,29.0,19.0,126.0,145.0,284.0,425.0,709.0,24.448275862068964,883.0
Odisha,Bargarh,768049,2025.0,83.0,6.0,0.0,89.0,26.0,145.0,171.0,545.0,693.0,1238.0,13.910112359550562,1498.0
Odisha,Bargarh,768050,2025.0,25.0,17.0,0.0,42.0,73.0,582.0,655.0,760.0,821.0,1581.0,37.642857142857146,2278.0
Odisha,Bargarh,768052,2025.0,17.0,1.0,0.0,18.0,41.0,405.0,446.0,344.0,536.0,880.0,48.888888888888886,1344.0
Odisha,Bargarh,768102,2025.0,18.0,2.0,0.0,20.0,35.0,165.0,200.0,487.0,496.0,983.0,49.15,1203.0
Odisha,Bargarh,768103,2025.0,34.0,6.0,0.0,40.0,37.0,314.0,351.0,994.0,1222.0,2216.0,55.4,2607.0
Odisha,Bargarh,768104,2025.0,59.0,5.0,0.0,64.0,134.0,1064.0,1198.0,1162.0,1742.0,2904.0,45.375,4166.0
Odisha,Bargarh,768108,2025.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,5.0,4.0,9.0,9.0,15.0
Odisha,Bargarh,768110,2025.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,1.0,1.0,5.0
Odisha,Bargarh,768111,2025.0,20.0,2.0,0.0,22.0,58.0,365.0,423.0,405.0,389.0,794.0,36.09090909090909,1239.0
Odisha,Bargarh,768115,2025.0,22.0,0.0,0.0,22.0,30.0,300.0,330.0,405.0,607.0,1012.0,46.0,1364.0
Odisha,Bargarh,768202,2025.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Odisha,Bargarh,768214,2025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Odisha,Bargarh,768221,2025.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0
Odisha,Bargarh,768226,2025.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Odisha,Bargarh,768228,2025.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0
Odisha,Baudh,762014,2025.0,0.0,1.0,0.0,1.0,0.0,48.0,48.0,7.0,24.0,31.0,31.0,80.0
Odisha,Baudh,762015,2025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
Odisha,Baudh,762016,2025.0,23.0,2.0,0.0,25.0,8.0,75.0,83.0,219.0,1072.0,1291.0,51.64,1399.0
Odisha,Baudh,762017,2025.0,15.0,2.0,0.0,17.0,8.0,56.0,64.0,136.0,796.0,932.0,54.8235294117647,1013.0
Odisha,Baudh,762018,2025.0,10.0,6.0,0.0,16.0,3.0,80.0,83.0,160.0,612.0,772.0,48.25,871.0
Odisha,Baudh,762030,2025.0,5.0,4.0,0.0,9.0,1.0,88.0,89.0,119.0,650.0,769.0,85.44444444444444,867.0
